Name,Comment,Time,Likes,Reply Count
@Bynasf,"Coding Grunt lol are you serious? You said in the comment “how much do they spend on defense, right USA does it for them” or similar and South Korea was not in the video so it’s very irrelevant based on your comment. 

There’s always 2 sides of the coin. Yeah sure South Korea is probably what it is today because of the USA, but North Korea is also what it is today because of the USA. Why do you think they hate you so much? Why do you think North Korean citizens are told that the USA is the biggest enemy? Always remember that to reach peace, you need to go through misery. You are basically saying the USA is keeping the peace by shooting the people you don’t like. That’s your definition of “keeping the peace”. 

And what do Nordic countries bring to the world. If shooting others is a way to do good for the world then no, Nordic countries aren’t doing much because they don’t hurt anyone. So by American standards they aren’t doing much. But let’s look on the other side of the coin. They accept immigrants, help people who have nothing to get jobs, money, food, a life basically. They send money to poor places every day, sweden sends most money to Tanzania out of everyone to help them grow. And let’s not forget the embassy’s. Sweden has a huge number of international embassies for its tiny population. Did you know sweden is basically the only western country to have an embassy in North Korea? And what do they use it for? To send information to (guess what?) the USA so you can shoot more people and “keep the peace”.",2019-05-14T15:57:08Z,0,
@codinggrunt1295,"@@Bynasf N.korea is starving because of its goverment not because the U.S saved south Korea..Of course they are going to blame the U.S instead of its government. The people are oppressed and dont even have access to the internet. By your standards then or Nordic Nation's standards, the U.S gives more to the poor and other Nations then any other country..So the U.S does more for the world then the Nordic Nations as far as that goes, the U.S produces far more millionaires than, far more innovations and technologies that are used around the world ( i.e social media platforms and even this youtube comment section). on behalf of the U.S your welcome, and thank the Nordic Nations for their.....cheese i guess",2019-05-14T17:14:28Z,0,
@Bynasf,"Coding Grunt the population of USA is about 350 million. The total Nordic population is not even 30 million. Of course you’re gonna have more *total* money, technology and stuff going out. We accept people from the Middle East all the time, you just shoot them and you’re telling that you’re the once “keeping the peace”. That’s quite funny. And talking about peace, do you know what sweden and Norway invented? That’s right, the Nobel peace price. We’ve not attacked a single country in any of the world wars. You said in the beginning you wouldn’t join but then you end up shooting people anyway. Just like it always goes..",2019-05-14T19:13:31Z,0,
@codinggrunt1295,"@@Bynasf If you want to bring up the population density ,  why is the Nordic Nation's suicide rate higher than the U.S, dispite only having a fraction of the U.S population. So much for the ""happiness index"" 

Nordic Nations accepting refugees does little to fix the problem that is going on in their own countries.Not firing a single shot  sounds nice but again they still rely on other nations to fight wars like in ww2. by that logic, the you are implying it would be better if we didnt go to war with hitler and allow him to commit mass genocide to the jews because it sounds virtues to remain neutral. Peace medals are nice but actions are better. people didnt commit noble actions for a medal...Looks like theres  alot  virtue signaling in the Nordic nations. Yes we are good at shooting things and thats why we are the enforcers of peace",2019-05-14T19:55:26Z,0,
@codinggrunt1295,"@@Bynasf if WW3 happens, the U.S is here to save you and you can hand out your medals to the heroes afterwards.. Founder of IKEA was from the Nordic Nations as well, he wanted to become rich and came to America and not pay all his money to taxes..U.S will accept anyone with a million dollar idea",2019-05-14T20:03:30Z,0,
@Bynasf,"Coding Grunt and by the way, let’s see the billionaire count. 
USA total billionaires: 585. Divided by the population (300 mil, is less than the actual population but I’m nice today) = 0,0000019 per capita
Sweden total billionaires: 31. Divided by the population (10 mil) = 0,000003 per capita 
I don’t think I need to add anything, it speaks for itself",2019-05-14T20:23:29Z,0,
@codinggrunt1295,"@@Bynasf wow thats a strech, and i claimed millionaires not billionaires..only 35?",2019-05-14T20:40:41Z,0,
@codinggrunt1295,There would be no Nordic Nation without the U.S,2019-05-14T20:42:11Z,0,
@Bynasf,Coding Grunt how would there not be any Nordic countries without the USA?,2019-05-14T20:52:33Z,0,
@codinggrunt1295,"@@Bynasf you never answered any of my questions and if you do you might answer your own question..Do you think it was better for us to not enter ww2 and to let hitler commit mass genocide..would there even be a Nordic Nation had Russia, U.k and U.S adopt the Nordic way and remain neutral",2019-05-14T20:58:43Z,0,
@codinggrunt1295,"In certain cases not standing up and doing anything is just as wrong as the actual act of fighting, if not worse...if i saw someone getting raped and did nothing then that will be cowardly and wrong not Noble and peaceful",2019-05-14T21:02:46Z,0,
@Bynasf,"Coding Grunt but then again there’s 2 sides of the coin. If everyone didn’t do anything, it would be just fine. And also it’s about when to act. Attacking an area with 2 sides that had just signed a peace treaty (Vietnam) isn’t for me a green light to bring war. Maybe it is for you, I don’t know. 

About the war, yes when someone is doing mass genocide that is a green light to bring war. With or without the USA, the war would’ve been won by the allies. Germany could never fend of the Soviet Union, the UK, France and even Italy at the same time. They were always gonna lose, with or without the USA in the war. And btw, Sweden and Finland would’ve existed even if Germany won. Finland were allied with Germany and Sweden were neutral. 

Maybe we are cowards, but we are not dependent on the USA to live like we do. Other nations yes, but not the USA more than anyone else.",2019-05-14T21:25:56Z,0,
@TheTaXoro,"Are you trying to imply that america is spending trillions on ""defense"" out of the godness of their heart so other countries don't have to?",2020-07-18T16:36:22Z,0,
@codinggrunt1295,"@@TheTaXoro I never implyed that, however these countries are able to invest in their own countries due to the stability that the U.S provide. I dont think its from the goodness of their hearts but more of having the wrong types of countries rising to power..If not the U.S than whats the alternative? Would things be better if China or Russia was a powerhouse like the U.S?",2020-07-18T17:37:14Z,0,
@blackcoffeebeans6100,Finland ges nothing from US. Finland and Sweden are not in even in  nato.,2021-04-02T08:02:29Z,0,
@codinggrunt1295,Is it because they are mostly white?,2019-04-13T07:29:50Z,0,0
@achabacha3328,"If u can smile at any situation.
Or don't worry about future.
U r happy.",2019-04-07T11:08:56Z,0,2
@cinderellaandstepsisters,"Everyone has a right to be sad as well. 
Forinstance The ppl we love die or you are heartbroken. We don't live in paradise. 
Does not matter how good your country is.",2021-04-02T05:30:08Z,0,
@achabacha3328,"@@cinderellaandstepsisters I didn't mantion any country.

But happiness is about our thoughts.
If we wanna be happy. 
We are happy..

It's habbit .

Yeah circumstances matter's but it depends on phycology maybe around 50%",2021-04-02T18:23:59Z,0,
@jakobstenberg4135,"You got to get your act together sweden, you're lagging behind.",2019-04-01T21:17:00Z,0,0
@barryetherton4889,We the Citizens can no longer put our trust in Government to make all the decisions.  We must stand up and demand a fairer system.,2019-03-30T14:12:28Z,16,0
@Vickielindstrander,"If I lived in Finland, I would definitely feel unhappy. Because it is too cold.",2019-03-26T04:30:11Z,6,2
@aukusti3761,Vickielindstrander really where in finland di you live?,2019-04-20T18:48:48Z,1,
@cinderellaandstepsisters,It is not always so cold in Finland.  Winters are not as cold as you think.  It is called Golf stream effect.,2021-04-02T06:58:27Z,0,
@aarongaming-tc7lc,"0:45 ""all the nordic countries are in there"" *highlights* *australia*",2019-03-25T05:56:28Z,7,0
@Steven-ck6kv,The Netherlands have now surpassed Switzerland in the newest report👌👌🇳🇱🇳🇱,2019-03-23T09:52:02Z,1,0
@joebugso7481,COUNTRY but not the people..,2019-03-23T05:58:23Z,0,0
@jjdd19,"It looks like everybody like to talk about ""who is more happy"" but the word ""happy"" and ""happiness"" are really misunderstood on these reports. When checking the sentiments or positive emotions that people are having in their everyday life, the Nordic countries do not rank so well. Why? because happiness does not depend on how the social welfare and state works but more on simple things like family time, friends,  easiness to share with other people, art expressions, freedom to have fun activities, good weather, tasty food, diverse cultural expressions and of course, a system that supports you in the bad times. Finland in its place, has a unique and special State system that takes care of many things like education, unemployment, child support, universal healthcare ... etc. yeah, but another is the face of the non-Public sector and people on the streets. The true is that weather is very harsh during about 6 - 7 months of the year. When talking about harsh is not only talking about just ""cold"" but cold in extreme with strong winds and temperatures that can be about -15 degrees Celsius still on February while other southern countries are already developing the Spring. Days can be gray and dark in weeks without any bliss of sun in the sky. The mood of people, then is very melancholic and gray too. Many people just go away of the country for one, two weeks and even some leave their jobs to travel during 1-3 months to another tropical country with more sun and ""happiness"". Foreigners struggle all the time to get a job just for being foreigners (even with a high level of education and experience abroad) and because of ""not speaking fluently the local language"". Some have found that even talking fluently do not change this. Then again, father State helps (yeah, and it is great, but is that what a person wants always??) . Finnish mentality can be very closed and conservative. This is country of only over 5 million people that has not had long experience with foreigners and taking any kind of labor from abroad even when the Government reports says that it is necessary. The Government works and the State brings the support and does its job very well. But the other part, the people and companies, are very reluctant to change things, to face the future and the new challenges, to be more open and social minded on the street level. There are exceptions, of course, but even those people recognize how hard is to live in Finland even when they just grew up in here. So the reports are only showing how well the State and the system works but to define the ""Whole happiness"" of the people??? (open question...)",2019-03-22T17:15:45Z,1,1
